,ABS,ActiveSafetySysNote,AdaptiveCruiseControl,AdaptiveDrivingBeam,AdaptiveHeadlights,AdditionalErrorText,AirBagLocCurtain,AirBagLocFront,AirBagLocKnee,AirBagLocSeatCushion,AirBagLocSide,AutoReverseSystem,AutomaticPedestrianAlertingSound,AxleConfiguration,Axles,BasePrice,BatteryA,BatteryA_to,BatteryCells,BatteryInfo,BatteryKWh,BatteryKWh_to,BatteryModules,BatteryPacks,BatteryType,BatteryV,BatteryV_to,BedLengthIN,BedType,BlindSpotIntervention,BlindSpotMon,BodyCabType,BodyClass,BrakeSystemDesc,BrakeSystemType,BusFloorConfigType,BusLength,BusType,CAN_AACN,CIB,CashForClunkers,ChargerLevel,ChargerPowerKW,CoolingType,CurbWeightLB,CustomMotorcycleType,DaytimeRunningLight,DestinationMarket,DisplacementCC,DisplacementCI,DisplacementL,Doors,DriveType,DriverAssist,DynamicBrakeSupport,EDR,ESC,EVDriveUnit,ElectrificationLevel,EngineConfiguration,EngineCycles,EngineCylinders,EngineHP,EngineHP_to,EngineKW,EngineManufacturer,EngineModel,EntertainmentSystem,ErrorCode,ErrorText,ForwardCollisionWarning,FuelInjectionType,FuelTypePrimary,FuelTypeSecondary,GCWR,GCWR_to,GVWR,GVWR_to,KeylessIgnition,LaneCenteringAssistance,LaneDepartureWarning,LaneKeepSystem,LowerBeamHeadlampLightSource,Make,MakeID,Manufacturer,ManufacturerId,Model,ModelID,ModelYear,MotorcycleChassisType,MotorcycleSuspensionType,NCSABodyType,NCSAMake,NCSAMapExcApprovedBy,NCSAMapExcApprovedOn,NCSAMappingException,NCSAModel,NCSANote,NonLandUse,Note,OtherBusInfo,OtherEngineInfo,OtherMotorcycleInfo,OtherRestraintSystemInfo,OtherTrailerInfo,ParkAssist,PedestrianAutomaticEmergencyBraking,PlantCity,PlantCompanyName,PlantCountry,PlantState,PossibleValues,Pretensioner,RearAutomaticEmergencyBraking,RearCrossTrafficAlert,RearVisibilitySystem,SAEAutomationLevel,SAEAutomationLevel_to,SeatBeltsAll,SeatRows,Seats,SemiautomaticHeadlampBeamSwitching,Series,Series2,SteeringLocation,SuggestedVIN,TPMS,TopSpeedMPH,TrackWidth,TractionControl,TrailerBodyType,TrailerLength,TrailerType,TransmissionSpeeds,TransmissionStyle,Trim,Trim2,Turbo,VIN,ValveTrainDesign,VehicleDescriptor,VehicleType,WheelBaseLong,WheelBaseShort,WheelBaseType,WheelSizeFront,WheelSizeRear,Wheels,Windows
91,Standard,,,Standard,,,1st and 2nd Rows,1st Row (Driver and Passenger),,,1st Row (Driver and Passenger),Standard,,,2,34830,,,,,,,,,,,,,Not Applicable,,Standard,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,Standard,,,,Water,,Not Applicable,Standard,,3471,211.813415752,3.5,4,4x2,,Standard,,Standard,,,V-Shaped,,6,278,,207.3046,Honda,J35Y1,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,Multipoint Fuel Injection (MPFI),Gasoline,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Standard,,Standard,,,HONDA,474,"AMERICAN HONDA MOTOR CO., INC.",988,Accord,1861,2017,Not Applicable,Not Applicable,"4-door sedan, hardtop",Honda,,,,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",,,,,,,"seat belts: front, rear, rear center",,,,MARYSVILLE,,UNITED STATES (USA),OHIO,,,,,Standard,,,Manual,2,5,Standard,Touring,,Left-Hand Drive (LHD),,Indirect,155,,Standard,Not Applicable,,Not Applicable,6,Automatic,,,,1HGCR3F98HA045592*BA,Single Overhead Cam (SOHC),1HGCR3F9*HA,PASSENGER CAR,,109.30,,19,19,4,
92,,,,,,,All Rows,1st Row (Driver and Passenger),,,1st Row (Driver and Passenger),,,,,,,,,,,,,,,,,,Not Applicable,,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2359.737216,144,2.359737216,4,,,,,,,,In-Line,,4,177,,131.9889,,K24Z2,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,,Gasoline,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,HONDA,474,"AMERICAN HONDA MOTOR CO., INC.",988,Accord,1861,2011,Not Applicable,Not Applicable,"4-door sedan, hardtop",Honda,,,,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",,,,,,,Rear Restraint System: Seat Belt & Side Curtain Air bag (Rr outer positions) / Seat Belt (Rr center position).,,,,MARYSVILLE,,UNITED STATES (USA),OHIO,,,,,,,,Manual,,,,SE,,,,Direct,,,,Not Applicable,,Not Applicable,5,Automatic,,,,1HGCP2F6XBA101903*BA,Dual Overhead Cam (DOHC),1HGCP2F6*BA,PASSENGER CAR,,,,,,,
93,Standard,,Standard,,,,All Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,,,2,,,,,,,,,,,,,,Not Applicable,,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,Standard,,,,Water,,Not Applicable,Standard,,1500.0,91.53561614209,1.5,4,4x2,,Standard,,Standard,,,In-Line,4,4,192,,143.1744,HONDA,L15BE,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Standard,,Standard,Standard,LED,HONDA,474,"AMERICAN HONDA MOTOR CO., INC.",988,Accord,1861,2020,Not Applicable,Not Applicable,"4-door sedan, hardtop",Honda,,,,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",,,,,Direct Fuel Injection,,,,,,MARYSVILLE,,UNITED STATES (USA),OHIO,,,,,Standard,,,Manual,2,5,Standard,LX,,Left-Hand Drive (LHD),,Indirect,,,Standard,Not Applicable,,Not Applicable,,Continuously Variable Transmission (CVT),,,Yes,1HGCV1F13LA040559*BA,Dual Overhead Cam (DOHC),1HGCV1F1*LA,PASSENGER CAR,,111.40,,17,17,4,
94,Standard,Traffic Sign Recognition,Standard,Standard,,,All Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,,,2,23570,,,,,,,,,,,,,Not Applicable,,Standard,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,Standard,,,,Water,,Not Applicable,Standard,,1500.0,91.53561614209,1.5,4,4x2,,Standard,,Standard,,,In-Line,4,4,192,,143.1744,HONDA,L15BE,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Standard,,Standard,Standard,,HONDA,474,"AMERICAN HONDA MOTOR CO., INC.",988,Accord,1861,2018,Not Applicable,Not Applicable,"4-door sedan, hardtop",Honda,,,,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",,,,,Direct Fuel Injection,,,,,,MARYSVILLE,,UNITED STATES (USA),OHIO,,,,,Standard,,,Manual,2,5,Standard,LX,,Left-Hand Drive (LHD),,Indirect,155,,Standard,Not Applicable,,Not Applicable,,Continuously Variable Transmission (CVT),,,Yes,1HGCV1F10JA102075*BA,Dual Overhead Cam (DOHC),1HGCV1F1*JA,PASSENGER CAR,,111.4,,17,17,4,
95,Standard,,Standard,,,,1st and 2nd Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,,,2,27430,,,,,,,,,,,,,Not Applicable,,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,Standard,,,,Water,,Not Applicable,Standard,,1500.0,91.53561614209,1.5,4,4x2,,Standard,,Standard,,,In-Line,4,4,192,,143.1744,Honda,L15BE,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Standard,Standard,Standard,Standard,LED,HONDA,474,"AMERICAN HONDA MOTOR CO., INC.",988,Accord,1861,2021,Not Applicable,Not Applicable,"4-door sedan, hardtop",Honda,,,,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",,,"Entertainment System: Bluetooth, Auxiliary Audio Input, MP3 Player  ",,Direct Fuel Injection,,Seat Belt: Front / Rear: Seat Belt and Side Curtain Air Bag (Outer positions) / Seat Belt (Center position),,,,MARYSVILLE,,UNITED STATES (USA),OHIO,,,,,Standard,,,Manual,2,5,Standard,,,Left-Hand Drive (LHD),,Indirect,,,Standard,Not Applicable,,Not Applicable,,Continuously Variable Transmission (CVT),Sport,,Yes,1HGCV1F30MA034608*BA,Dual Overhead Cam (DOHC),1HGCV1F3*MA,PASSENGER CAR,,111.40,,19,19,4,
96,Standard,,Standard,,,,1st and 2nd Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,,,2,28920,,,,,,,,,,,,,Not Applicable,,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,Standard,,,,Water,,Not Applicable,Standard,,1500.0,91.53561614209,1.5,4,4x2,,Standard,,Standard,,,In-Line,4,4,192,,143.1744,Honda,L15BE,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Standard,Standard,Standard,Standard,LED,HONDA,474,"AMERICAN HONDA MOTOR CO., INC.",988,Accord,1861,2021,Not Applicable,Not Applicable,"4-door sedan, hardtop",Honda,,,,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",,,"Bluetooth, Auxiliary Audio Input, MP3 Player  ",,Direct Fuel Injection,,Seat Belt: Front / Rear: Seat Belt and Side Curtain Air Bag (Outer positions) / Seat Belt (Center position),,,,MARYSVILLE,,UNITED STATES (USA),OHIO,,,,,Standard,,,Manual,2,5,Standard,,,Left-Hand Drive (LHD),,Indirect,,,Standard,Not Applicable,,Not Applicable,,Continuously Variable Transmission (CVT),Sport SE,,Yes,1HGCV1F48MA038205*BA,Dual Overhead Cam (DOHC),1HGCV1F4*MA,PASSENGER CAR,,111.40,,19,19,4,
97,Standard,,Standard,,,,1st and 2nd Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,,,,,,,,,,,,,,,,,Not Applicable,,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,Standard,,,,Water,,Not Applicable,Standard,,1500.0,91.53561614209,1.5,4,4x2,,,,Standard,,,In-Line,4,4,192,,143.1744,Honda,L15BE,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Standard,,Standard,Standard,LED,HONDA,474,"AMERICAN HONDA MOTOR CO., INC.",988,Accord,1861,2022,Not Applicable,Not Applicable,"4-door sedan, hardtop",Honda,,,,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",,,,,Direct Fuel Injection,,Front/Rear:Seat Belt / Rear: Seat Belt and Side Curtain Air Bag (Outer positions) / Seat Belt (Center position),,,,MARYSVILLE,,UNITED STATES (USA),OHIO,,,,,Standard,,,Manual,2,5,Standard,,,,,Indirect,,,Standard,Not Applicable,,Not Applicable,,Continuously Variable Transmission (CVT),LX,,Yes,1HGCV1F19NA041959*BA,Dual Overhead Cam (DOHC),1HGCV1F1*NA,PASSENGER CAR,,,,,,,
98,,,,,,,1st and 2nd Rows,1st Row (Driver and Passenger),,,1st Row (Driver and Passenger),,,,,,,,,,,,,,,,,,Not Applicable,,,Not Applicable,Coupe,,,Not Applicable,,Not Applicable,,,,,,Water,,Not Applicable,,,3471,211.813415752,3.5,2,4x2,,,,,,,V-Shaped,,6,278,,207.3046,Honda,J35Y1,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,Multipoint Fuel Injection (MPFI),Gasoline,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,HONDA,474,"AMERICAN HONDA MOTOR CO., INC.",988,Accord,1861,2017,Not Applicable,Not Applicable,"2-door sedan,hardtop,coupe",Honda,,,,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",,,,,,,"seat belts: front, rear, rear center",,,,MARYSVILLE,,UNITED STATES (USA),OHIO,,,,,,,,Manual,,,,EX-L V6,,,,Indirect,,,,Not Applicable,,Not Applicable,6,Automatic,,,,1HGCT2B8XHA000663*BA,Single Overhead Cam (SOHC),1HGCT2B8*HA,PASSENGER CAR,,,,,,,
99,Standard,Traffic Sign Recognition,Standard,Standard,,,All Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,,,2,27470,,,,,,,,,,,,,Not Applicable,,Standard,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,Standard,,,,Water,,Not Applicable,Standard,,1500.0,91.53561614209,1.5,4,4x2,,Standard,,Standard,,,In-Line,4,4,192,,143.1744,HONDA,L15BE,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Standard,,Standard,Standard,,HONDA,474,"AMERICAN HONDA MOTOR CO., INC.",988,Accord,1861,2018,Not Applicable,Not Applicable,"4-door sedan, hardtop",Honda,,,,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",,,,,Direct Fuel Injection,,,,,,MARYSVILLE,,UNITED STATES (USA),OHIO,,,,,Standard,,,Manual,2,5,Standard,EX,,Left-Hand Drive (LHD),,Indirect,155,,Standard,Not Applicable,,Not Applicable,,Continuously Variable Transmission (CVT),,,Yes,1HGCV1F44JA205607*BA,Dual Overhead Cam (DOHC),1HGCV1F4*JA,PASSENGER CAR,,111.4,,17,17,4,
100,,,,,,,1st and 2nd Rows,1st Row (Driver and Passenger),,,1st Row (Driver and Passenger),,,,,,,,,,,,,,,,,,Not Applicable,,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,Water,,Not Applicable,,,2356,144,2.4,4,,,,,,,,In-Line,,4,185,,137.9545,Honda,K24W1,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,,Gasoline,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,HONDA,474,"AMERICAN HONDA MOTOR CO., INC.",988,Accord,1861,2013,Not Applicable,Not Applicable,"4-door sedan, hardtop",Honda,,,,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",,,,,,,"seat belts: front, rear, rear center",,,,MARYSVILLE,,UNITED STATES (USA),OHIO,,,,,,,,Manual,,,,LX,,,,Indirect,,,,Not Applicable,,Not Applicable,,Continuously Variable Transmission (CVT),,,,1HGCR2F3XDA171579*BA,Dual Overhead Cam (DOHC),1HGCR2F3*DA,PASSENGER CAR,,,,,,,
101,Standard,,,,,,1st and 2nd Rows,1st Row (Driver and Passenger),,,1st Row (Driver and Passenger),Standard,,,2,28820,,,,,,,,,,,,,Not Applicable,,Standard,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,Standard,,,,Water,,Not Applicable,Standard,,2356,143.771941087,2.4,4,4x2,,Standard,,Standard,,,In-Line,,4,185,,137.9545,Honda,K24W1,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Standard,,Standard,,,HONDA,474,"AMERICAN HONDA MOTOR CO., INC.",988,Accord,1861,2017,Not Applicable,Not Applicable,"4-door sedan, hardtop",Honda,,,,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",,,,,,,"seat belts: front, rear, rear center",,,,MARYSVILLE,,UNITED STATES (USA),OHIO,,,,,Standard,,,Manual,2,5,Standard,EX-L,,Left-Hand Drive (LHD),,Indirect,155,,Standard,Not Applicable,,Not Applicable,,Continuously Variable Transmission (CVT),,,,1HGCR2F82HA145575*BA,Dual Overhead Cam (DOHC),1HGCR2F8*HA,PASSENGER CAR,,109.30,,17,17,4,
102,Standard,Traffic Sign Recognition,Standard,Standard,,,All Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,,,2,25780,,,,,,,,,,,,,Not Applicable,,Standard,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,Standard,,,,Water,,Not Applicable,Standard,,1500.0,91.53561614209,1.5,4,4x2,,Standard,,Standard,,,In-Line,4,4,192,,143.1744,HONDA,L15BE,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Standard,,Standard,Standard,,HONDA,474,"AMERICAN HONDA MOTOR CO., INC.",988,Accord,1861,2018,Not Applicable,Not Applicable,"4-door sedan, hardtop",Honda,,,,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",,,,,Direct Fuel Injection,,,,,,MARYSVILLE,,UNITED STATES (USA),OHIO,,,,,Standard,,,Manual,2,5,Standard,Sport,,Left-Hand Drive (LHD),,Indirect,155,,Standard,Not Applicable,,Not Applicable,,Continuously Variable Transmission (CVT),,,Yes,1HGCV1F38JA130417*BA,Dual Overhead Cam (DOHC),1HGCV1F3*JA,PASSENGER CAR,,111.4,,19,19,4,
103,,,,,,,1st and 2nd Rows,1st Row (Driver and Passenger),,,1st Row (Driver and Passenger),,,,,,,,,,,,,,,,,,Not Applicable,,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,Water,,Not Applicable,,,2356,144,2.4,4,,,,,,,,In-Line,,4,185,,137.9545,Honda,K24W1,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,,Gasoline,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,HONDA,474,"AMERICAN HONDA MOTOR CO., INC.",988,Accord,1861,2014,Not Applicable,Not Applicable,"4-door sedan, hardtop",Honda,,,,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",,,,,,,"seat belts: front, rear, rear center",,,,MARYSVILLE,,UNITED STATES (USA),OHIO,,,,,,,,Manual,,,,LX,,,,Indirect,,,,Not Applicable,,Not Applicable,,Continuously Variable Transmission (CVT),,,,1HGCR2F34EA015099*BA,Dual Overhead Cam (DOHC),1HGCR2F3*EA,PASSENGER CAR,,,,,,,
104,Standard,Traffic Sign Recognition,Standard,Standard,,,All Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,,,2,33800,,,,,,,,,,,,,Not Applicable,,Standard,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,Standard,,,,Water,,Not Applicable,Standard,,2000.0,122.04748818946,2.0,4,4x2,,Standard,,Standard,,,In-Line,4,4,252,,187.9164,HONDA,K20C4,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Standard,,Standard,Standard,,HONDA,474,"AMERICAN HONDA MOTOR CO., INC.",988,Accord,1861,2018,Not Applicable,Not Applicable,"4-door sedan, hardtop",Honda,,,,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",,,,,Direct Fuel Injection,,,,,,MARYSVILLE,,UNITED STATES (USA),OHIO,,,,,Standard,,,Manual,2,5,Standard,TOURING,,Left-Hand Drive (LHD),,Indirect,155,,Standard,Not Applicable,,Not Applicable,10,Automatic,,,Yes,1HGCV2F98JA017237*BA,Dual Overhead Cam (DOHC),1HGCV2F9*JA,PASSENGER CAR,,111.4,,19,19,4,
105,Standard,,Standard,,,,1st and 2nd Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,,,,,,,,,,,,,,,,,Not Applicable,,Standard,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,Standard,,,,Water,,Not Applicable,Standard,,1500.0,91.53561614209,1.5,4,4x2,,,,Standard,,,In-Line,4,4,192,,143.1744,Honda,L15BE,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Standard,,Standard,Standard,LED,HONDA,474,"AMERICAN HONDA MOTOR CO., INC.",988,Accord,1861,2022,Not Applicable,Not Applicable,"4-door sedan, hardtop",Honda,,,,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",,,,,Direct Fuel Injection,,Front/Rear:Seat Belt / Rear: Seat Belt and Side Curtain Air Bag (Outer positions) / Seat Belt (Center position),,,,MARYSVILLE,,UNITED STATES (USA),OHIO,,,,Standard,Standard,,,Manual,2,5,Standard,,,,,Indirect,,,Standard,Not Applicable,,Not Applicable,,Continuously Variable Transmission (CVT),EX-L,,Yes,1HGCV1F51NA022339*BA,Dual Overhead Cam (DOHC),1HGCV1F5*NA,PASSENGER CAR,,,,,,,
106,Standard,Traffic Sign Recognition,Standard,Standard,,,All Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,,,2,25780,,,,,,,,,,,,,Not Applicable,,Standard,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,Standard,,,,Water,,Not Applicable,Standard,,1500.0,91.53561614209,1.5,4,4x2,,Standard,,Standard,,,In-Line,4,4,192,,143.1744,HONDA,L15BE,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Standard,,Standard,Standard,,HONDA,474,"AMERICAN HONDA MOTOR CO., INC.",988,Accord,1861,2018,Not Applicable,Not Applicable,"4-door sedan, hardtop",Honda,,,,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",,,,,Direct Fuel Injection,,,,,,MARYSVILLE,,UNITED STATES (USA),OHIO,,,,,Standard,,,Manual,2,5,Standard,Sport,,Left-Hand Drive (LHD),,Indirect,155,,Standard,Not Applicable,,Not Applicable,,Continuously Variable Transmission (CVT),,,Yes,1HGCV1F30JA128726*BA,Dual Overhead Cam (DOHC),1HGCV1F3*JA,PASSENGER CAR,,111.4,,19,19,4,
107,Standard,,Standard,,,,1st and 2nd Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,,,2,27430,,,,,,,,,,,,,Not Applicable,,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,Standard,,,,Water,,Not Applicable,Standard,,1500.0,91.53561614209,1.5,4,4x2,,Standard,,Standard,,,In-Line,4,4,192,,143.1744,Honda,L15BE,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Standard,Standard,Standard,Standard,LED,HONDA,474,"AMERICAN HONDA MOTOR CO., INC.",988,Accord,1861,2021,Not Applicable,Not Applicable,"4-door sedan, hardtop",Honda,,,,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",,,"Entertainment System: Bluetooth, Auxiliary Audio Input, MP3 Player  ",,Direct Fuel Injection,,Seat Belt: Front / Rear: Seat Belt and Side Curtain Air Bag (Outer positions) / Seat Belt (Center position),,,,MARYSVILLE,,UNITED STATES (USA),OHIO,,,,,Standard,,,Manual,2,5,Standard,,,Left-Hand Drive (LHD),,Indirect,,,Standard,Not Applicable,,Not Applicable,,Continuously Variable Transmission (CVT),Sport,,Yes,1HGCV1F37MA096667*BA,Dual Overhead Cam (DOHC),1HGCV1F3*MA,PASSENGER CAR,,111.40,,19,19,4,
108,,,,,,,1st and 2nd Rows,1st Row (Driver and Passenger),,,1st Row (Driver and Passenger),,,,,,,,,,,,,,,,,,Not Applicable,,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,Water,,Not Applicable,,,3471,213.58310433156,3.5,4,,,,,,,,V-Shaped,,6,278,,207.3046,Honda,J35Y1,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,Multipoint Fuel Injection (MPFI),Gasoline,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,HONDA,474,"AMERICAN HONDA MOTOR CO., INC.",988,Accord,1861,2015,Not Applicable,Not Applicable,"4-door sedan, hardtop",Honda,,,,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",,,,,,,"seat belts: front, rear, rear center",,,,MARYSVILLE,,UNITED STATES (USA),OHIO,,,,,,,,Manual,,,,EX-L-V6,,,,Indirect,,,,Not Applicable,,Not Applicable,6,Automatic,,,,1HGCR3F88FA013987*BA,Single Overhead Cam (SOHC),1HGCR3F8*FA,PASSENGER CAR,,,,,,,
109,,,,,,,1st and 2nd Rows,1st Row (Driver and Passenger),,,1st Row (Driver and Passenger),,,,,,,,,,,,,,,,,,Not Applicable,,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2359.737216,144,2.359737216,4,,,,,,,,In-Line,,4,166,,123.7862,,K24A8,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,,Gasoline,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,HONDA,474,"AMERICAN HONDA MOTOR CO., INC.",988,Accord,1861,2007,Not Applicable,Not Applicable,"4-door sedan, hardtop",Honda,,,,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",,,,,,,Seat Belt (Rr center position),,,,MARYSVILLE,,UNITED STATES (USA),OHIO,,,,,,,,Manual,,,,,,,,,,,,Not Applicable,,Not Applicable,5,Automatic,EX,,,1HGCM56807A179724*BA,Dual Overhead Cam (DOHC),1HGCM568*7A,PASSENGER CAR,,,,,,,
110,Standard,,,,,,1st and 2nd Rows,1st Row (Driver and Passenger),,,1st Row (Driver and Passenger),Standard,,,2,25155,,,,,,,,,,,,,Not Applicable,,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,Water,,Not Applicable,,,2356,143.771941087,2.4,4,4x2,,Standard,,Standard,,,In-Line,,4,185,,137.9545,Honda,K24W1,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,,Gasoline,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,HONDA,474,"AMERICAN HONDA MOTOR CO., INC.",988,Accord,1861,2017,Not Applicable,Not Applicable,"4-door sedan, hardtop",Honda,,,,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",,,,,,,"seat belts: front, rear, rear center",,,,MARYSVILLE,,UNITED STATES (USA),OHIO,,,,,Standard,,,Manual,2,5,Standard,LX,,Left-Hand Drive (LHD),,Indirect,155,,Standard,Not Applicable,,Not Applicable,,Continuously Variable Transmission (CVT),,,,1HGCR2F32HA221090*BA,Dual Overhead Cam (DOHC),1HGCR2F3*HA,PASSENGER CAR,,109.30,,16,16,4,
