,ABS,ActiveSafetySysNote,AdaptiveCruiseControl,AdaptiveDrivingBeam,AdaptiveHeadlights,AdditionalErrorText,AirBagLocCurtain,AirBagLocFront,AirBagLocKnee,AirBagLocSeatCushion,AirBagLocSide,AutoReverseSystem,AutomaticPedestrianAlertingSound,AxleConfiguration,Axles,BasePrice,BatteryA,BatteryA_to,BatteryCells,BatteryInfo,BatteryKWh,BatteryKWh_to,BatteryModules,BatteryPacks,BatteryType,BatteryV,BatteryV_to,BedLengthIN,BedType,BlindSpotIntervention,BlindSpotMon,BodyCabType,BodyClass,BrakeSystemDesc,BrakeSystemType,BusFloorConfigType,BusLength,BusType,CAN_AACN,CIB,CashForClunkers,ChargerLevel,ChargerPowerKW,CoolingType,CurbWeightLB,CustomMotorcycleType,DaytimeRunningLight,DestinationMarket,DisplacementCC,DisplacementCI,DisplacementL,Doors,DriveType,DriverAssist,DynamicBrakeSupport,EDR,ESC,EVDriveUnit,ElectrificationLevel,EngineConfiguration,EngineCycles,EngineCylinders,EngineHP,EngineHP_to,EngineKW,EngineManufacturer,EngineModel,EntertainmentSystem,ErrorCode,ErrorText,ForwardCollisionWarning,FuelInjectionType,FuelTypePrimary,FuelTypeSecondary,GCWR,GCWR_to,GVWR,GVWR_to,KeylessIgnition,LaneCenteringAssistance,LaneDepartureWarning,LaneKeepSystem,LowerBeamHeadlampLightSource,Make,MakeID,Manufacturer,ManufacturerId,Model,ModelID,ModelYear,MotorcycleChassisType,MotorcycleSuspensionType,NCSABodyType,NCSAMake,NCSAMapExcApprovedBy,NCSAMapExcApprovedOn,NCSAMappingException,NCSAModel,NCSANote,NonLandUse,Note,OtherBusInfo,OtherEngineInfo,OtherMotorcycleInfo,OtherRestraintSystemInfo,OtherTrailerInfo,ParkAssist,PedestrianAutomaticEmergencyBraking,PlantCity,PlantCompanyName,PlantCountry,PlantState,PossibleValues,Pretensioner,RearAutomaticEmergencyBraking,RearCrossTrafficAlert,RearVisibilitySystem,SAEAutomationLevel,SAEAutomationLevel_to,SeatBeltsAll,SeatRows,Seats,SemiautomaticHeadlampBeamSwitching,Series,Series2,SteeringLocation,SuggestedVIN,TPMS,TopSpeedMPH,TrackWidth,TractionControl,TrailerBodyType,TrailerLength,TrailerType,TransmissionSpeeds,TransmissionStyle,Trim,Trim2,Turbo,VIN,ValveTrainDesign,VehicleDescriptor,VehicleType,WheelBaseLong,WheelBaseShort,WheelBaseType,WheelSizeFront,WheelSizeRear,Wheels,Windows
760,,,,,,,1st and 2nd Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st and 2nd Rows,,,,,,,,,,,,,,,,,,Not Applicable,,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2487,152,2.5,4,4x2,,,,,,,In-Line,4,4,202,203,150.6314,Toyota,A25A-FKS,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,,Gasoline,,,,,,,,,,,TOYOTA,448,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",1088,Camry,2469,2023,Not Applicable,Not Applicable,"4-door sedan, hardtop",Toyota,,,,Camry,,,,,PORT+DIRECT / L4,,Seat Belt : All seats,,,,GEORGETOWN,"Toyota Motor Manufacturing, Kentucky, Inc.",UNITED STATES (USA),KENTUCKY,,,,,,,,Manual,,,,70 Series,,,,Direct,,,,Not Applicable,,Not Applicable,,,LE,,,4T1C11AK5PU112646*BA,Dual Overhead Cam (DOHC),4T1C11AK*PU,PASSENGER CAR,,,,,,,
761,Standard,,Standard,Standard,,,All Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,All Rows,Standard,,,2,,,,,,,,,,,,,,Not Applicable,,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,2487,152,2.5,4,4x2,,Standard,,Standard,,,In-Line,4,4,205,,152.8685,Toyota,A25A-FKS,CD + Stereo,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,,,,,Standard,Standard,,TOYOTA,448,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",1088,Camry,2469,2020,Not Applicable,Not Applicable,"4-door sedan, hardtop",Toyota,,,,Camry,,,,,PORT+DIRECT,,,,,Standard,GEORGETOWN,"Toyota Motor Manufacturing, Kentucky, Inc.",UNITED STATES (USA),KENTUCKY,,,,,Standard,,,Manual,2,5,Standard,AXVA70L/GSV70L/AXVH70L,,Left-Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,,,XSE,,,4T1K61AKXLU994243*BA,Dual Overhead Cam (DOHC),4T1K61AK*LU,PASSENGER CAR,,111.20,,,,4,
762,,,,,,,1st and 2nd Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st and 2nd Rows,,,,,,,,,,,,,,,,,,Not Applicable,,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2487,152,2.5,4,4x2,,,,,,,In-Line,4,4,202,203,150.6314,Toyota,A25A-FKS,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,,Gasoline,,,,,,,,,,,TOYOTA,448,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",1088,Camry,2469,2023,Not Applicable,Not Applicable,"4-door sedan, hardtop",Toyota,,,,Camry,,,,,PORT+DIRECT / L4,,Seat Belt : All seats,,,,GEORGETOWN,"Toyota Motor Manufacturing, Kentucky, Inc.",UNITED STATES (USA),KENTUCKY,,,,,,,,Manual,,,,70 Series,,,,Direct,,,,Not Applicable,,Not Applicable,,,SE,,,4T1G11AK5PU089760*BA,Dual Overhead Cam (DOHC),4T1G11AK*PU,PASSENGER CAR,,,,,,,
763,,,,,,,1st and 2nd Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st and 2nd Rows,,,,,,,,,,,,,,,,,,Not Applicable,,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2487,152,2.5,4,4x2,,,,,,,In-Line,4,4,202,203,150.6314,Toyota,A25A-FKS,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,,Gasoline,,,,,,,,,,,TOYOTA,448,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",1088,Camry,2469,2023,Not Applicable,Not Applicable,"4-door sedan, hardtop",Toyota,,,,Camry,,,,,PORT+DIRECT / L4,,Seat Belt : All seats,,,,GEORGETOWN,"Toyota Motor Manufacturing, Kentucky, Inc.",UNITED STATES (USA),KENTUCKY,,,,,,,,Manual,,,,70 Series,,,,Direct,,,,Not Applicable,,Not Applicable,,,SE,Convenient Pkg,,4T1T11AK3PU105372*BA,Dual Overhead Cam (DOHC),4T1T11AK*PU,PASSENGER CAR,,,,,,,
764,Standard,,Standard,Standard,,,1st and 2nd Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st and 2nd Rows,Standard,,,,,,,,,,,,,,,,,Not Applicable,,Standard,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,2487,152,2.5,4,4x2,,Standard,,Standard,,,In-Line,4,4,205,206,152.8685,Toyota,A25A-FKS,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,,,,,Standard,Standard,LED,TOYOTA,448,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",1088,Camry,2469,2022,Not Applicable,Not Applicable,"4-door sedan, hardtop",Toyota,,,,Camry,,,,,PORT+DIRECT / L4,,Seat Belt : All seats,,,Standard,GEORGETOWN,"Toyota Motor Manufacturing, Kentucky, Inc.",UNITED STATES (USA),KENTUCKY,,,Optional,Standard,Standard,,,Manual,2,5,Standard,70 Series,,,,Direct,,,Standard,Not Applicable,,Not Applicable,8,Automatic,XSE,,,4T1K61AK6NU032041*BA,Dual Overhead Cam (DOHC),4T1K61AK*NU,PASSENGER CAR,,,,,,,
765,Standard,,Standard,Standard,,,1st and 2nd Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st and 2nd Rows,Standard,,,,,,,,,,,,,,,,,Not Applicable,,Optional,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,2487,152,2.5,4,4x2,,Standard,,Standard,,,In-Line,4,4,202,203,150.6314,Toyota,A25A-FKS,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,,,,,Standard,Standard,LED,TOYOTA,448,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",1088,Camry,2469,2022,Not Applicable,Not Applicable,"4-door sedan, hardtop",Toyota,,,,Camry,,,,,PORT+DIRECT / L4,,Seat Belt : All seats,,,Standard,GEORGETOWN,"Toyota Motor Manufacturing, Kentucky, Inc.",UNITED STATES (USA),KENTUCKY,,,,Optional,Standard,,,Manual,2,5,Standard,70 Series,,,,Direct,,,Standard,Not Applicable,,Not Applicable,8,Automatic,LE,,,4T1C11AK0NU638261*BA,Dual Overhead Cam (DOHC),4T1C11AK*NU,PASSENGER CAR,,,,,,,
766,,,,,,,1st and 2nd Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st and 2nd Rows,,,,,,,,,,,,,,,,,,Not Applicable,,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,3500.0,213.58310433156,3.5,4,4x2,,,,,,,V-Shaped,,6,301,,224.4557,,2GR-FKS,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,,Gasoline,,,,,,,,,,,TOYOTA,448,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",1088,Camry,2469,2023,Not Applicable,Not Applicable,"4-door sedan, hardtop",Toyota,,,,Camry,,,,,PORT+DIRECT,,Seat Belt : All seats,,,,GEORGETOWN,"Toyota Motor Manufacturing, Kentucky, Inc.",UNITED STATES (USA),KENTUCKY,,,,,,,,Manual,,,,70 Series,,,,Direct,,,,Not Applicable,,Not Applicable,,,XSE,,,4T1KZ1AK1PU076555*BA,,4T1KZ1AK*PU,PASSENGER CAR,,,,,,,
767,,,,,,,All Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,All Rows,,,,,,,,,,,,,,,,,,Not Applicable,,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2500.0,152.55936023683,2.5,4,4x2,,,,,,,In-Line,,4,268,,199.8476,,2AR-FE,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,Multipoint Fuel Injection (MPFI),Gasoline,,,,,,,,,,,TOYOTA,448,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",1088,Camry,2469,2016,Not Applicable,Not Applicable,"4-door sedan, hardtop",Toyota,,,,Camry,,,,,,,,,,,GEORGETOWN,"Toyota Motor Manufacturing, Kentucky, Inc.",UNITED STATES (USA),KENTUCKY,,Yes,,,,,,Manual,,,,ASV50L/GSV50L/AVV50L,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,4T1BF1FK0GU145897*BA,,4T1BF1FK*GU,PASSENGER CAR,,,,,,,
768,Standard,"Blind Spot Detection: Optional for LE and SE trims, Standard for XLE, XLE V6, XSE, XSE V6 trims; Automatic Crash Notification: Optional for LE, XLE, SE, XSE trims, Standard for XLE V6 and XSE V6 trims",Standard,Standard,,,All Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,All Rows,Standard,,,2,23645.00,,,,,,,,1,,,,,Not Applicable,,,Not Applicable,Sedan/Saloon,Calipers / Front Vented Discs,,Not Applicable,,Not Applicable,,Standard,,,,,,Not Applicable,Standard,,2487,152,2.5,4,4x2,,Standard,,Standard,,,In-Line,4,4,203,,151.3771,Toyota,A25A-FKS,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,,,,,Standard,Standard,,TOYOTA,448,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",1088,Camry,2469,2018,Not Applicable,Not Applicable,"4-door sedan, hardtop",Toyota,,,,Camry,,,,,"PORT+DIRECT, Port/Direct Fuel Injection  ",,,,,Standard,GEORGETOWN,"Toyota Motor Manufacturing, Kentucky, Inc.",UNITED STATES (USA),KENTUCKY,,Yes,,,Standard,,,Manual,2,5,Standard,AXVA70L/GSV70L/AXVH70L/AXVH71L,,Left-Hand Drive (LHD),,Direct,133,,Standard,Not Applicable,,Not Applicable,8,Automatic,L/LE/SE/XLE,,,4T1B11HK1JU663021*BA,Dual Overhead Cam (DOHC),4T1B11HK*JU,PASSENGER CAR,,111.20,Standard,,,4,
769,,,,,,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Driver Seat Only,,1st Row (Driver and Passenger),,,,,,,,,,,,,,,,,,Not Applicable,,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,Water,,Not Applicable,,,2362,146.45698582735,2.4,4,4x2,,,,,,,In-Line,,4,158,170,117.8206,Toyota,2AZ-FE,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,,Gasoline,,,,,,,,,,,TOYOTA,448,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",1088,Camry,2469,2009,Not Applicable,Not Applicable,"4-door sedan, hardtop",Toyota,,,,Camry,,,,,,,,,,,GEORGETOWN,"Toyota Motor Manufacturing, Kentucky, Inc.",UNITED STATES (USA),KENTUCKY,,,,,,,,Manual,,,,ACV40L/GSV40L/AHV40L,,,,,,,,Not Applicable,,Not Applicable,,,,,,4T1BE46K69U866023*BA,Dual Overhead Cam (DOHC),4T1BE46K*9U,PASSENGER CAR,,,,,,,
770,Standard,,Standard,,,,1st and 2nd Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st and 2nd Rows,Standard,,,2,26560,,,,,,,,,,,,,Not Applicable,,Optional,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,2487,152,2.5,4,4x2,,Standard,,Standard,,,In-Line,4,4,203,,151.3771,Toyota,A25A-FKS,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,,,Optional,,Standard,Standard,LED,TOYOTA,448,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",1088,Camry,2469,2021,Not Applicable,Not Applicable,"4-door sedan, hardtop",Toyota,,,,Camry,,,"Bluetooth, Satellite Radio, Auxiliary Audio Input, MP3 Player",,Port+Direct,,Seat Belts: All seats,,,Standard,GEORGETOWN,"Toyota Motor Manufacturing, Kentucky, Inc.",UNITED STATES (USA),KENTUCKY,,,,Optional,Standard,,,Manual,2,5,Standard,AXVA70L/GSV70L/AXVH70L,,Left-Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,8,Automatic,SE,,,4T1G11AKXMU603744*BA,Dual Overhead Cam (DOHC),4T1G11AK*MU,PASSENGER CAR,,111.20,,18,18,4,
771,Standard,,Standard,,,,1st and 2nd Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st and 2nd Rows,Standard,,,2,30495.00,,,,,,,,,,,,,Not Applicable,,Standard,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,2487,152,2.5,4,4x2,,Standard,,Standard,,,In-Line,4,4,206,,153.6142,Toyota,A25A-FKS,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,,,Standard,,Standard,Standard,LED,TOYOTA,448,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",1088,Camry,2469,2021,Not Applicable,Not Applicable,"4-door sedan, hardtop",Toyota,,,,Camry,,,"Bluetooth, Satellite Radio, Auxiliary Audio Input, MP3 Player",,Port+Direct,,Seat Belts: All seats,,,Standard,GEORGETOWN,"Toyota Motor Manufacturing, Kentucky, Inc.",UNITED STATES (USA),KENTUCKY,,,,Standard,Standard,,,Manual,2,5,Standard,AXVA70L/GSV70L/AXVH70L,,Left-Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,,,XSE,,,4T1K61AK2MU437988*BA,Dual Overhead Cam (DOHC),4T1K61AK*MU,PASSENGER CAR,,111.20,,19,19,4,
772,Standard,,Standard,,,,1st and 2nd Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st and 2nd Rows,Standard,,,2,30495.00,,,,,,,,,,,,,Not Applicable,,Standard,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,2487,152,2.5,4,4x2,,Standard,,Standard,,,In-Line,4,4,206,,153.6142,Toyota,A25A-FKS,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,,,Standard,,Standard,Standard,LED,TOYOTA,448,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",1088,Camry,2469,2021,Not Applicable,Not Applicable,"4-door sedan, hardtop",Toyota,,,,Camry,,,"Bluetooth, Satellite Radio, Auxiliary Audio Input, MP3 Player",,Port+Direct,,Seat Belts: All seats,,,Standard,GEORGETOWN,"Toyota Motor Manufacturing, Kentucky, Inc.",UNITED STATES (USA),KENTUCKY,,,,Standard,Standard,,,Manual,2,5,Standard,AXVA70L/GSV70L/AXVH70L,,Left-Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,,,XSE,,,4T1K61AK0MU489328*BA,Dual Overhead Cam (DOHC),4T1K61AK*MU,PASSENGER CAR,,111.20,,19,19,4,
773,,,,,,,All Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,All Rows,,,,,,,,,,,,,,,,,,Not Applicable,,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2500.0,152.55936023683,2.5,4,4x2,,,,,,,In-Line,,4,268,,199.8476,,2AR-FE,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,Multipoint Fuel Injection (MPFI),Gasoline,,,,,,,,,,,TOYOTA,448,"TOYOTA MOTOR MANUFACTURING, NORTHERN KENTUCKY, INC.",1091,Camry,2469,2016,Not Applicable,Not Applicable,"4-door sedan, hardtop",Toyota,,,,Camry,,,,,,,,,,,LAFAYETTE,"Subaru of Indiana Automobile, Inc",UNITED STATES (USA),INDIANA,,Yes,,,,,,Manual,,,,ASV50L/GSV50L/AVV50L,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,4T4BF1FKXGR524721*BA,,4T4BF1FK*GR,PASSENGER CAR,,,,,,,
774,Standard,,Standard,Standard,,,All Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,All Rows,Standard,,,2,,,,,,,,,,,,,,Not Applicable,,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,2487,152,2.5,4,4x2,,Standard,,Standard,,,In-Line,4,4,203.00,,151.377100,Toyota,A25A-FKS,CD + Stereo,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,,,,,Standard,Standard,,TOYOTA,448,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",1088,Camry,2469,2020,Not Applicable,Not Applicable,"4-door sedan, hardtop",Toyota,,,,Camry,,,,,PORT+DIRECT,,,,,Standard,GEORGETOWN,"Toyota Motor Manufacturing, Kentucky, Inc.",UNITED STATES (USA),KENTUCKY,,,,,Standard,,,Manual,2,5,Standard,AXVA70L/GSV70L/AXVH70L,,Left-Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,,,SE,,,4T1G11AK1LU904935*BA,Dual Overhead Cam (DOHC),4T1G11AK*LU,PASSENGER CAR,,111.20,,,,4,
775,,,,,,,All Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,All Rows,,,,,,,,,,,,,,,,,,Not Applicable,,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2500.0,152.55936023683,2.5,4,4x2,,,,,,,In-Line,,4,178,,132.7346,,2AR-FE,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,Multipoint Fuel Injection (MPFI),Gasoline,,,,,,,,,,,TOYOTA,448,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",1088,Camry,2469,2013,Not Applicable,Not Applicable,"4-door sedan, hardtop",Toyota,,,,Camry,,,,,,,,,,,GEORGETOWN,"Toyota Motor Manufacturing, Kentucky, Inc.",UNITED STATES (USA),KENTUCKY,,,,,,,,Manual,,,,ASV50L/GSV50L/AVV50L,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,4T1BF1FK3DU638145*BA,,4T1BF1FK*DU,PASSENGER CAR,,,,,,,
776,Standard,"(Blind Spot Detection - Optional: LE, SE; Standard: XLE, XSE, XLE V6, XSE V6) (Keyless Ignition -Standard: XLE, XSE, XLE V6, XSE V6)",Standard,,,,All Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,All Rows,Standard,,,2,,,,,,,,,,,,,,Not Applicable,,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,Standard,,,,,,Not Applicable,Standard,,3500.0,213.58310433156,3.5,4,4x2,,Standard,,Standard,,,V-Shaped,,6,302,,225.2014,,2GR-FKS,CD + Stereo,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,,,,,Standard,Standard,,TOYOTA,448,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",1088,Camry,2469,2019,Not Applicable,Not Applicable,"4-door sedan, hardtop",Toyota,,,,Camry,,,,,PORT+DIRECT,,,,,Standard,GEORGETOWN,"Toyota Motor Manufacturing, Kentucky, Inc.",UNITED STATES (USA),KENTUCKY,,,,,Standard,,,Manual,2,5,Standard,AXVA70L/GSV70L/AXVH70L/AXVH71L,,Left-Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,8,Automatic,XLE/XSE,,,4T1BZ1HK4KU023878*BA,,4T1BZ1HK*KU,PASSENGER CAR,,111.20,,,,4,
777,Standard,,,,,,All Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,All Rows,Standard,,,2,26790.00,,,,,,,,,Nickel-Metal-Hydride/NiMH,,,,Not Applicable,,,Not Applicable,Sedan/Saloon,Calipers / Front Vented Discs | Rear Solid Discs,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,Standard,"U.S., Canada",2500.0,152.55936023683,2.5,4,4x2,,Standard,,Standard,,Strong HEV (Hybrid Electric Vehicle),,,,154,,114.8378,Toyota,2AR-FXE+2JM,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,,Gasoline,Electric,,,,,Standard,,,,,TOYOTA,448,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",1088,Camry,2469,2017,Not Applicable,Not Applicable,"4-door sedan, hardtop",Toyota,,,,Camry,,,,,Direct Fuel Injection  ,,,,,,GEORGETOWN,"Toyota Motor Manufacturing, Kentucky, Inc.",UNITED STATES (USA),KENTUCKY,,,,,Standard,,,Manual,2,5,Standard,ASV50L/GSV50L/AVV50L,,Left-Hand Drive (LHD),,Direct,115,,Standard,Not Applicable,,Not Applicable,,Electronic Continuously Variable (e-CVT),LE/SE/XLE Hybrid,,,4T1BD1FK7HU218920*BA,Dual Overhead Cam (DOHC),4T1BD1FK*HU,PASSENGER CAR,,109.30,Standard,,,4,
778,Standard,,Standard,Standard,,,All Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,All Rows,Standard,,,2,29150.00,,,,,,,,1,,,,,Not Applicable,,Standard,Not Applicable,Sedan/Saloon,Calipers / Front Vented Discs,,Not Applicable,,Not Applicable,,Standard,,,,,,Not Applicable,Standard,"U.S., Canada",2487,152,2.5,4,4x2,,Standard,,Standard,,,In-Line,4,4,206.00,,153.614200,Toyota,A25A-FKS,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,,,Standard,,Standard,Standard,,TOYOTA,448,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",1088,Camry,2469,2018,Not Applicable,Not Applicable,"4-door sedan, hardtop",Toyota,,,,Camry,,,,,"PORT+DIRECT, Port/Direct Fuel Injection  ",,,,,Standard,GEORGETOWN,"Toyota Motor Manufacturing, Kentucky, Inc.",UNITED STATES (USA),KENTUCKY,,Yes,,,Standard,,,Manual,2,5,Standard,AXVA70L/GSV70L/AXVH70L/AXVH71L,,Left-Hand Drive (LHD),,Direct,,62.2,Standard,Not Applicable,,Not Applicable,8,Automatic,XSE,,,4T1B61HK1JU053864*BA,Dual Overhead Cam (DOHC),4T1B61HK*JU,PASSENGER CAR,,111.2,Standard,19,19,4,
779,Standard,,Standard,,,,1st and 2nd Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st and 2nd Rows,Standard,,,2,26560,,,,,,,,,,,,,Not Applicable,,Optional,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,2487,152,2.5,4,4x2,,Standard,,Standard,,,In-Line,4,4,203,,151.3771,Toyota,A25A-FKS,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,,,Optional,,Standard,Standard,LED,TOYOTA,448,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",1088,Camry,2469,2021,Not Applicable,Not Applicable,"4-door sedan, hardtop",Toyota,,,,Camry,,,"Bluetooth, Satellite Radio, Auxiliary Audio Input, MP3 Player",,Port+Direct,,Seat Belts: All seats,,,Standard,GEORGETOWN,"Toyota Motor Manufacturing, Kentucky, Inc.",UNITED STATES (USA),KENTUCKY,,,,Optional,Standard,,,Manual,2,5,Standard,AXVA70L/GSV70L/AXVH70L,,Left-Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,8,Automatic,SE,,,4T1G11AK0MU592592*BA,Dual Overhead Cam (DOHC),4T1G11AK*MU,PASSENGER CAR,,111.20,,18,18,4,
780,Standard,,Standard,Standard,,,1st and 2nd Rows,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st and 2nd Rows,Standard,,,,,,,,,,,,,,,,,Not Applicable,,Optional,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,2487,152,2.5,4,4x2,,Standard,,Standard,,,In-Line,4,4,202,203,150.6314,Toyota,A25A-FKS,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,,,,,Standard,Standard,LED,TOYOTA,448,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",1088,Camry,2469,2022,Not Applicable,Not Applicable,"4-door sedan, hardtop",Toyota,,,,Camry,,,,,PORT+DIRECT / L4,,Seat Belt : All seats,,,Standard,GEORGETOWN,"Toyota Motor Manufacturing, Kentucky, Inc.",UNITED STATES (USA),KENTUCKY,,,,Optional,Standard,,,Manual,2,5,Standard,70 Series,,,,Direct,,,Standard,Not Applicable,,Not Applicable,8,Automatic,SE,,,4T1G11AK6NU648553*BA,Dual Overhead Cam (DOHC),4T1G11AK*NU,PASSENGER CAR,,,,,,,
